Year,Region,Industry_Sector,CO2_Emissions_Metric_Tons,Methane_Emissions_Metric_Tons,Nitrous_Oxide_Emissions_Metric_Tons,Total_Energy_Consumption_MWh,Renewable_Energy_Consumption_MWh,Non_Renewable_Energy_Consumption_MWh,Total_Waste_Generated_Tons,Recycling_Rate_Percentage,CO2_Reduction_Target_Achieved_Percentage,Renewable_Energy_Goal_Achieved_Percentage,Waste_Reduction_Target_Achieved_Percentage
2001,Africa,Manufacturing,2460262,59361,19330,962476,162111,426956,24743,52,8,35,12
2002,Europe,Retail,1283556,19539,11484,867181,-25822,550322,16086,93,14,30,26
2019,Europe,Transportation,2424943,18998,12921,1004119,232406,762145,33117,87,33,37,33
2001,Europe,Retail,2012031,29931,12692,789263,94611,445766,25770,50,21,15,16
2009,Africa,Energy,1681280,26859,24053,849609,357947,144578,37777,79,25,28,29
2017,South America,Agriculture,893539,51261,16586,715194,231269,334627,34277,48,47,18,17
2002,Africa,Transportation,3147112,43214,10799,772479,163819,362126,15876,42,45,39,17
2003,Africa,Energy,1592745,69596,18576,736075,231756,361418,3360,72,17,22,20
2003,Africa,Agriculture,2406206,60255,11404,285869,244785,616060,19818,87,44,11,26
2003,Europe,Retail,1976301,35989,21220,447953,195127,834967,12907,48,45,19,30
2012,Asia,Energy,2269489,42071,20685,670385,265710,430761,21690,49,38,21,31
2003,South America,Energy,1633187,74213,18099,1034325,205092,465217,25158,79,5,19,21
2016,North America,Retail,1879704,52396,15886,1159504,140917,798259,44653,54,21,21,25
2005,North America,Transportation,720770,26872,21457,1010853,290617,602569,17894,74,41,28,15
2020,Africa,Agriculture,3161534,16070,17549,412517,330163,679681,26198,46,49,12,30
2021,North America,Construction,1507144,67580,18664,967083,318721,726487,21852,93,43,21,21
2022,South America,Manufacturing,1476016,62644,15685,1213745,84008,682372,22041,42,29,32,32
2016,Africa,Energy,2883028,78910,15896,455854,171455,507672,24697,92,18,36,22
2013,Oceania,Construction,1551503,51973,14359,955734,300991,495845,22573,92,36,32,33
2004,Africa,Transportation,2363972,83298,25535,426258,138582,398566,33010,93,23,27,16
2019,South America,Agriculture,2191645,44754,21987,537999,54524,443621,38133,66,48,20,13
2017,Africa,Retail,2584966,36964,15905,478026,163353,649898,28260,60,44,19,18
2005,Oceania,Energy,-119020,23532,4893,993189,194382,346672,22894,86,32,10,24
2004,South America,Manufacturing,991726,70800,12227,836501,190606,194905,19834,72,47,25,33
2000,Africa,Construction,1827749,42782,15660,937108,96552,475255,20491,41,16,19,28
2017,Asia,Retail,1932694,82202,8828,596153,309942,619977,28066,54,16,20,13
2018,Europe,Energy,1071274,40012,17185,945800,178954,717559,29662,93,20,16,34
2021,Oceania,Retail,2522315,71047,17514,924822,201322,502123,19148,93,13,37,29
2018,North America,Construction,1434638,34335,16538,652652,147157,233055,37627,85,29,19,34
2001,Asia,Construction,2377043,47834,14655,499710,246399,769288,24419,46,32,31,21
2006,South America,Retail,2333761,56727,20150,326334,227140,657760,26025,47,37,22,26
2013,Asia,Retail,659794,52166,15503,817191,194192,557661,30588,46,26,10,33
2000,North America,Agriculture,2266979,28740,12460,753761,374028,205290,27107,78,34,39,30
2014,Oceania,Agriculture,1812709,25314,3121,680766,186971,307767,11087,45,18,21,26
2000,Asia,Construction,2262513,63060,23179,939050,107747,317855,28783,80,6,19,25
2003,Asia,Manufacturing,2414351,16417,10841,961537,31399,365426,21472,77,19,16,18
2005,Europe,Retail,2523739,80006,20569,1235780,105098,592322,27251,69,44,33,20
2011,South America,Retail,1772288,48021,16309,703344,189784,614880,32312,62,12,13,14
2004,Europe,Construction,3061775,27262,14228,988522,133547,521355,29013,74,38,21,21
2005,North America,Agriculture,3508801,59119,14162,319711,60004,220651,31582,89,41,11,25
2015,Europe,Retail,1965514,36748,25663,701231,225111,527275,12556,44,25,21,29
2007,Asia,Construction,1516632,26237,15079,868792,209223,671025,32861,75,11,22,18
2007,South America,Energy,608218,45753,23229,646709,178336,438731,37368,51,17,14,32
2021,Europe,Energy,2566228,46936,12336,572380,253423,516062,29583,42,39,23,20
2020,Europe,Retail,1646347,1673,13618,507687,125350,120310,27436,58,42,26,10
2022,North America,Retail,3039404,81141,18011,912176,210720,428287,29644,84,11,17,25
2016,Europe,Manufacturing,2647365,20927,11178,564761,309817,537674,9380,74,10,28,26
2011,North America,Manufacturing,1326111,37704,15083,588518,173218,660280,15340,57,19,18,28
2009,Asia,Manufacturing,1791489,59839,7833,760648,128006,560940,-591,82,11,16,31
2016,Europe,Agriculture,2078660,49309,16400,940222,261873,376325,41757,40,28,14,24
2010,South America,Agriculture,1387232,67611,6659,353478,134115,177195,30859,86,26,37,24
2017,Oceania,Transportation,1436376,69139,12389,988619,294149,640900,38774,53,39,24,13
2009,Asia,Transportation,1407359,-14307,18747,740910,298323,373213,28002,88,40,10,13
2021,Asia,Retail,953055,51203,19763,677257,285573,682034,25305,58,6,37,12
2014,South America,Manufacturing,2255991,-2786,10922,1015233,249334,669332,24743,59,49,15,22
2003,North America,Manufacturing,1141820,65173,19656,607784,270257,601377,41337,76,33,37,20
2017,Asia,Retail,1307468,97026,11869,929845,132984,682428,18171,51,15,38,31
2017,Europe,Transportation,2627014,38957,12896,276982,256718,624025,17933,58,24,11,28
2005,Oceania,Manufacturing,1317345,64349,19249,880661,151862,521675,37421,89,26,34,15
2003,Europe,Retail,1797809,35784,11847,574876,322717,591153,34586,72,18,22,13
2002,Africa,Construction,3818246,48031,19459,938975,79371,555246,22951,84,16,29,34
2020,North America,Transportation,2404716,69995,9293,886790,269104,334185,12605,41,24,10,19
2022,South America,Manufacturing,2135938,30582,9616,23893,123598,354901,30813,79,6,25,20
2001,South America,Energy,2304415,76618,7491,766002,178389,498662,22159,51,19,24,34
2016,South America,Agriculture,1522205,14476,19623,552322,184406,256050,28613,56,28,25,23
2019,Africa,Retail,2670131,49783,11191,613687,270791,529587,26120,52,42,11,11
2014,Asia,Construction,3401060,46364,21025,559614,260336,445782,17266,69,16,23,12
2002,Europe,Agriculture,3079210,69075,18514,347390,127207,544310,18468,65,30,38,23
2006,Oceania,Construction,2174704,51717,13677,471531,173386,374682,26083,83,23,26,16
2010,South America,Manufacturing,3259735,43097,8930,477850,244474,604390,13265,81,33,38,11
2018,Europe,Agriculture,1785606,38586,14902,785345,167667,489634,24879,83,42,32,15
2019,Asia,Agriculture,2676821,40601,18031,366071,174698,678571,24153,80,7,21,24
2012,Asia,Retail,2221172,49901,13754,517067,217877,420949,22690,85,35,10,34
2010,Oceania,Agriculture,2232598,73372,7676,796394,236227,340629,16892,89,23,36,34
2004,Oceania,Agriculture,3586488,38604,15079,759470,335369,481976,26199,43,35,15,25
2004,Africa,Energy,1743374,33095,22556,459437,64882,459127,23887,52,21,29,27
2020,Europe,Retail,2155332,23436,15871,711342,189526,712378,38715,78,47,17,25
2007,Asia,Transportation,2249061,27036,11788,1144114,163621,291906,17845,91,45,10,23
2018,Africa,Manufacturing,3174313,31692,20014,721196,161372,700587,16965,87,11,16,21
2006,Africa,Construction,1352861,45057,17044,634078,191372,534158,699,94,5,36,13
2009,South America,Energy,1479189,39501,14213,904602,337342,589348,28011,41,22,25,15
2021,Africa,Manufacturing,1924696,23723,11345,728038,227030,478030,33046,91,10,12,14
2013,Europe,Retail,1822295,47650,6990,321781,80267,427927,26095,72,37,29,30
2020,Africa,Transportation,2344153,46749,11086,798064,154209,559256,34164,82,49,35,18
2003,Asia,Construction,592071,70756,8621,608316,198629,593623,7351,55,46,29,26
2008,South America,Construction,3419951,66380,17963,685391,147147,751486,20492,94,21,29,26
2010,Africa,Retail,3250884,77218,10884,387247,180009,260568,34806,71,30,15,34
2021,Africa,Retail,1031432,62301,22802,236534,124441,673442,17488,78,20,25,12
2005,North America,Retail,3316531,52134,21606,1030087,265638,309515,37118,71,5,37,16
2005,North America,Transportation,1073737,41681,15270,932784,303855,554879,10540,42,6,33,24
2010,Europe,Manufacturing,3091719,41780,15553,711140,230063,614196,13763,84,9,31,14
2012,South America,Energy,2072970,61632,15345,605707,43923,877347,34321,66,47,39,33
2021,North America,Manufacturing,2046105,70329,10455,690110,242616,393394,33337,52,49,39,12
2009,South America,Energy,2618045,69835,18475,1083024,153421,436949,27126,53,27,36,25
2009,North America,Energy,1665787,53759,16798,392188,207295,558875,36194,80,7,19,24
2013,North America,Agriculture,2797582,25164,25829,1127430,21478,540994,12020,49,36,35,24
2007,North America,Retail,1396098,64935,5229,448128,160791,786034,28683,71,39,10,25
2015,South America,Manufacturing,2550092,48161,20838,695018,210404,465852,13544,53,31,13,21
2003,Oceania,Energy,745819,41727,11245,1128641,254144,690582,33267,49,18,12,23
2015,North America,Energy,1192130,27848,21437,204161,272997,529212,18437,68,31,19,29
2003,Europe,Manufacturing,1693498,23020,17812,493828,270009,357958,20497,41,27,10,15
2008,North America,Agriculture,1309411,43677,23456,1083308,179737,178235,29311,94,21,19,19
2020,Europe,Transportation,1399242,29745,15588,706214,273537,361987,22824,60,35,33,33
2003,North America,Retail,2060735,71169,13827,811835,238564,663153,27519,48,31,31,22
2013,South America,Energy,2354251,38752,10788,802062,211004,494367,22630,44,48,10,27
2000,Asia,Manufacturing,3217319,64998,17174,1030771,-23198,554555,35776,48,32,17,27
2021,Oceania,Agriculture,1675482,50208,21331,1279663,44975,183853,31856,69,47,23,30
2019,Europe,Manufacturing,2012536,25507,11095,1025848,263885,636597,23681,80,34,33,11
2004,Oceania,Energy,1546787,84268,13273,614823,185603,458331,18020,63,37,15,33
2003,North America,Manufacturing,2084276,27574,18476,920647,201654,834947,28609,76,19,17,23
2020,Asia,Transportation,1204876,44530,20004,863937,217332,366857,23832,91,28,35,33
2001,North America,Construction,2290286,59619,12893,767071,141531,664865,15391,59,6,18,12
2021,Europe,Energy,1270485,52595,12193,758967,99806,606363,15086,40,19,24,25
2006,Oceania,Manufacturing,2138213,37038,17720,792683,132599,671447,30189,51,38,24,22
2013,South America,Construction,1377465,59822,12327,659203,214389,97526,18402,84,16,31,28
2008,Oceania,Energy,2191589,20273,13000,412855,168420,336729,13972,88,48,10,27
2001,Asia,Transportation,2736963,65079,9615,349751,235486,435877,34974,71,7,29,31
2016,Asia,Energy,3764189,70417,17728,425090,314480,535248,35912,78,25,14,23
2019,South America,Agriculture,1639071,35395,10575,934975,233288,368658,21319,86,20,32,29
2009,Asia,Agriculture,91509,50105,24638,800023,103985,409248,25387,80,29,23,24
2003,Europe,Energy,381265,53627,12347,704112,333281,714471,30728,86,16,22,25
2002,South America,Agriculture,2656318,58796,12731,1449968,218961,532254,20286,48,14,11,23
2005,South America,Agriculture,2373609,38025,7204,792294,212300,84443,18156,58,16,32,28
2002,Europe,Manufacturing,2470268,76333,12827,334293,246319,372461,1258,86,31,10,26
2006,South America,Manufacturing,2101874,48901,13562,841538,89569,468408,25237,47,45,14,23
2001,Africa,Retail,2077420,71360,12947,614866,191291,375199,19898,69,34,24,26
2002,Oceania,Manufacturing,3083815,76534,19984,562104,168485,970182,27099,67,32,19,31
2010,Oceania,Manufacturing,1837854,60785,11779,1013965,277996,654504,23585,49,23,12,11
2018,North America,Construction,2779555,79371,19174,946703,107488,372090,22110,86,16,35,31
2013,Africa,Construction,3207505,35781,11858,490681,187265,730100,19432,54,13,38,18
2004,Asia,Construction,859419,35080,13715,639087,261999,405996,39972,52,19,12,11
2007,North America,Manufacturing,1660662,107472,13679,401229,208672,565088,40977,75,26,13,26
2008,Asia,Energy,2306163,48400,12800,629181,167688,573014,22912,59,32,32,15
2014,Asia,Manufacturing,1101230,32982,12257,427632,236382,428231,30233,80,45,25,29
2006,Oceania,Retail,1521776,67563,14236,935888,396279,401042,25756,60,17,28,11
2019,Europe,Manufacturing,644522,72644,13894,865121,185964,457332,32042,52,14,19,22
2007,Africa,Transportation,825210,63533,5294,641791,271856,314242,31901,71,7,38,22
2000,Asia,Manufacturing,1306457,55625,14508,986153,111621,342041,38751,42,20,23,16
2015,Europe,Transportation,1690674,60299,10454,537647,123003,702809,18517,79,32,32,27
2012,Oceania,Transportation,1315417,51503,15419,858929,213119,297596,30584,44,13,38,33
2011,Asia,Energy,197685,44057,16472,812287,139963,707164,28117,73,8,10,11
2000,Oceania,Transportation,1638130,78921,14186,800421,196965,371225,25583,89,21,32,32
2020,Oceania,Agriculture,1962387,35705,11171,87925,193899,191352,17834,60,43,36,28
2020,South America,Retail,2027337,49200,9741,756710,258003,1022354,32135,50,48,28,29
2018,Europe,Retail,1708621,40418,17902,625117,309602,752956,21131,87,9,23,25
2004,Europe,Energy,1673661,55908,13836,346359,267078,749599,17747,82,23,21,26
2002,North America,Manufacturing,3966502,49240,14834,642665,200092,406609,29393,40,29,14,23
2013,Africa,Construction,3496325,41762,19151,334846,269656,666095,32212,61,21,17,13
2021,Asia,Retail,2193680,32578,11104,635692,205099,620588,32360,71,43,10,21
2001,Oceania,Transportation,2565966,46628,18603,618747,181323,554559,23281,40,13,10,25
2019,South America,Retail,2506466,42521,22634,893824,262244,445985,27478,51,17,13,20
2009,Oceania,Transportation,2949054,39205,6892,880490,257912,329482,11200,77,30,38,23
2018,Africa,Manufacturing,2424285,42956,20243,532061,96221,147199,17405,42,28,36,19
2011,Asia,Manufacturing,2191077,35275,20539,514380,239815,414800,25614,50,41,21,17
2005,Asia,Energy,354879,43294,11107,659964,208686,417088,40538,81,20,23,30
2011,North America,Retail,2799756,56777,11460,438800,147652,338974,7719,55,31,13,18
2018,North America,Energy,291545,30246,13448,734278,213841,575814,14806,63,15,16,19
2005,Asia,Construction,921566,22165,14781,204842,267919,299154,39232,92,6,21,33
2016,South America,Energy,1350439,53636,8756,650302,254145,712744,13688,40,27,15,32
2006,Asia,Retail,2962375,66123,13510,503702,155187,576914,31276,47,19,38,33
2001,Oceania,Agriculture,1229660,76283,11599,407233,55154,751944,33994,65,9,27,28
2013,Europe,Manufacturing,1475976,89013,17594,587083,214246,584910,39383,56,33,17,16
2016,Africa,Agriculture,2878401,21898,10455,1071749,293260,530176,30820,43,18,37,27
2009,Asia,Transportation,2748202,29250,10329,926768,127493,386196,26895,75,8,21,25
2019,Asia,Manufacturing,1989227,66294,17232,1076443,353673,547357,15284,53,13,36,32
2019,Asia,Agriculture,3081790,23325,22557,1118082,299100,653692,30875,59,15,29,11
2022,Asia,Agriculture,1061214,45458,19544,724623,194482,524668,26236,61,35,33,31
2006,Europe,Manufacturing,3173734,39841,16261,715045,115273,508605,24866,48,28,37,26
2004,North America,Manufacturing,2790228,72677,16704,280726,120992,370021,24743,67,17,21,32
2017,North America,Agriculture,354576,38384,18773,240296,254573,485219,21725,89,44,18,24
2021,South America,Manufacturing,2883408,52636,8263,780992,132480,465721,41415,56,45,18,19
2005,Africa,Agriculture,1708930,30621,9424,859596,270369,402919,37830,87,35,15,14
2007,North America,Agriculture,3106346,32620,10575,1072869,78302,990274,9766,74,20,17,22
2012,Oceania,Agriculture,1398557,68768,13720,663443,460408,528430,15124,57,7,13,29
2017,Asia,Construction,466036,48021,8047,141590,358581,480688,18184,63,19,24,26
2001,North America,Manufacturing,1965246,40053,4585,364386,285337,552741,9297,86,15,21,28
2004,Oceania,Agriculture,76113,36052,19057,433385,62493,419233,14587,91,48,32,18
2000,Asia,Retail,2191376,67944,11231,822969,68187,224899,26914,86,39,19,34
2020,Africa,Energy,3345105,20360,10628,281445,234139,408415,20613,90,22,18,34
2004,Oceania,Retail,1711366,35072,19491,1078273,315729,398372,29480,48,23,23,16
2010,Europe,Energy,2458713,54049,21735,668635,307392,191303,35063,91,17,27,25
2003,Oceania,Agriculture,3327057,18788,19870,402073,51875,755053,39119,79,23,27,14
2005,South America,Transportation,1039258,38194,15146,557226,224724,538588,3033,70,33,32,14
2021,Europe,Agriculture,1672184,41981,13840,755210,43220,425184,26559,81,28,14,32
2001,Oceania,Manufacturing,2746651,59871,11336,953685,247610,728882,29515,77,13,38,14
2012,Africa,Energy,1941391,52906,10728,893196,224738,528008,16642,54,14,28,23
2005,Europe,Retail,2121894,47961,5625,778355,116687,695382,26626,41,20,16,34
2005,Africa,Energy,642084,69663,21312,750254,-5859,391094,26788,85,35,17,15
2015,Europe,Manufacturing,2018878,24798,19902,830596,230376,462638,38746,86,6,21,26
2012,North America,Retail,1121777,31982,15838,654766,143160,448641,32327,41,19,10,14
2009,Oceania,Construction,1425324,43453,22114,245128,165764,565744,24233,69,31,35,11
2005,Africa,Energy,2408268,50208,15777,674649,251635,289992,17330,93,24,31,22
2008,Oceania,Transportation,1855014,70926,12568,912289,57479,414934,16678,88,46,21,17
2002,Africa,Energy,885002,66572,15639,1256422,407907,314956,17325,63,36,38,22
2002,Oceania,Retail,1631723,82547,27954,731954,96538,560093,15517,89,41,25,29
2013,Europe,Retail,451014,65007,9228,621313,265773,361562,34744,56,9,26,10
2007,Europe,Transportation,1262120,56717,15979,1197530,165533,355955,19912,67,47,39,14
2012,South America,Manufacturing,2111249,56842,16429,723647,146116,492219,30702,64,15,36,21
2013,South America,Construction,3266149,4064,14955,918112,270974,370829,30934,56,13,31,20
2022,South America,Construction,1865072,64140,18870,1069650,258035,388954,27645,60,36,39,15
2016,Asia,Manufacturing,1401226,59789,9369,570510,305670,416910,41313,55,9,22,13
2009,Asia,Energy,2537744,43863,16491,1048029,188321,112921,20157,82,37,19,24
